id	title	url
jV67Q0QBV7s	１・Fast Decent by Randy (1/3)	https://www.youtube.com/watch?v=jV67Q0QBV7s
yttRixnhEHk	１・Fast Decent by Randy (2/3)	https://www.youtube.com/watch?v=yttRixnhEHk
Kj1egUF0Jjk	１・Fast Decent by Randy (3/3)	https://www.youtube.com/watch?v=Kj1egUF0Jjk
8B-TtH42IAw	2. 環境monitoring solution (fc w/sensor to python program on CC) by DIY mini-copter By 我田先生（1/4)	https://www.youtube.com/watch?v=8B-TtH42IAw
gcRuKALQqhM	2. 環境monitoring solution (fc w/sensor to python program on CC) by DIY mini-copter By 我田先生（2/4)	https://www.youtube.com/watch?v=gcRuKALQqhM
MFAljkksIak	2. 環境monitoring solution (fc w/sensor to python program on CC) by DIY mini-copter By 我田先生（3/4)	https://www.youtube.com/watch?v=MFAljkksIak
1LsiewyXpok	2. 環境monitoring solution (fc w/sensor to python program on CC) by DIY mini-copter By 我田先生（4/4)	https://www.youtube.com/watch?v=1LsiewyXpok
P3G7FSiQrJA	3. 有線給電minicopter, 350v downed to 24v via converter → log analysis for trouble shooting By 太田さん(1/3)	https://www.youtube.com/watch?v=P3G7FSiQrJA
8UFwOfZmJhI	3. 有線給電minicopter, 350v downed to 24v via converter → log analysis for trouble shooting By 太田さん(2/3)	https://www.youtube.com/watch?v=8UFwOfZmJhI
O8yHQms_ubk	3. 有線給電minicopter, 350v downed to 24v via converter → log analysis for trouble shooting By 太田さん(3/3)	https://www.youtube.com/watch?v=O8yHQms_ubk
0Svqg-yvLUE	4. stable robustness oct copter for Indoor inspection, and aiming for non GPS auto By 山口さん　(1/3)	https://www.youtube.com/watch?v=0Svqg-yvLUE
wBPsV8g1S4k	4. stable robustness oct copter for Indoor inspection, and aiming for non GPS auto By 山口さん　(2/3)	https://www.youtube.com/watch?v=wBPsV8g1S4k
gS8y3H-wedk	4. stable robustness oct copter for Indoor inspection, and aiming for non GPS auto By 山口さん　(3/3)	https://www.youtube.com/watch?v=gS8y3H-wedk
jhGet97QtAA	５・ROVER guided mode following ArUco marker By 徳毛さん 1/3	https://www.youtube.com/watch?v=jhGet97QtAA
jF_hEqCQ-cw	５・ROVER guided mode following ArUco marker By 徳毛さん 2/3	https://www.youtube.com/watch?v=jF_hEqCQ-cw
Turecgozqrc	５・ROVER guided mode following ArUco marker By 徳毛さん 3/3	https://www.youtube.com/watch?v=Turecgozqrc
-iIyiZ3RwDo	6-1. VIDEO processing (輪郭検出 & 2値化) via  drone  w/cc camera toward python team programming By 渋谷さん	https://www.youtube.com/watch?v=-iIyiZ3RwDo
-oNd149B75U	７・ drone as IOT connected to cloud (non flightcode dependecy without cc by LUA script) By 川村さん	https://www.youtube.com/watch?v=-oNd149B75U
kR8EooyKAYU	6-2・Virtual joy stick toward video control system By 渋谷さん	https://www.youtube.com/watch?v=kR8EooyKAYU
X1IrYodpb6M	8. flip mode!  (new flight mode) By 今野さん 1/2	https://www.youtube.com/watch?v=X1IrYodpb6M
SBmVjBNGIcA	9. DIY apローバー fpv via herelink.By 高山さん	https://www.youtube.com/watch?v=SBmVjBNGIcA
wDBb7kmWVP8	8. flip mode!  new flight mode By 今野さん 2/2	https://www.youtube.com/watch?v=wDBb7kmWVP8
a8m9bzc3lBQ	10. dead reckoning (fc/imuのみでのnonGPS!?) By Randy 1/4	https://www.youtube.com/watch?v=a8m9bzc3lBQ
WFvSBZ58wJQ	10. dead reckoning (fc/imuのみでのnonGPS!?) By Randy 2/4	https://www.youtube.com/watch?v=WFvSBZ58wJQ
NHe5EM8Bz5U	10. dead reckoning (fc/imuのみでのnonGPS!?) By Randy 3/4	https://www.youtube.com/watch?v=NHe5EM8Bz5U
6SSTENMo8oQ	10. dead reckoning (fc/imuのみでのnonGPS!?) By Randy 4/4	https://www.youtube.com/watch?v=6SSTENMo8oQ
Wdd-ALmp4h0	CUBE ORANGE X500V2　初DIYチャレンジ完　豊住さん1/2	https://www.youtube.com/watch?v=Wdd-ALmp4h0
8G_J8FB9_Uo	CUBE ORANGE X500V2　初DIYチャレンジ完　豊住さん2/2	https://www.youtube.com/watch?v=8G_J8FB9_Uo
qN3Ho43Bvfk	初DIYでSUB 100g Mini Copterにチャレンジ中　朝日さん	https://www.youtube.com/watch?v=qN3Ho43Bvfk
Z6irvK5-BpY	DroneKit Pythonプログラミングチャレンジ　①スマート電池消費表示　②アームしてからの経過時間表示(デモ) @mission planner　吉里さん	https://www.youtube.com/watch?v=Z6irvK5-BpY
gG7Pjddza_o	DIYローバーの自動走行　全自動草刈り機を目指し！　塚田さん1/2	https://www.youtube.com/watch?v=gG7Pjddza_o
s1VVasYdXDg	DIYローバーの自動走行　全自動草刈り機を目指し！　塚田さん2/2	https://www.youtube.com/watch?v=s1VVasYdXDg
W46bqN1qz18	DIYローバーの自動走行　全自動草刈り機を目指し！　春原さん解説	https://www.youtube.com/watch?v=W46bqN1qz18
F_Q_2Qpl_Js	Dronekit Python プログラミング　waypoint到着位置確認プログラム制作を通じ課題提言　猿山さん	https://www.youtube.com/watch?v=F_Q_2Qpl_Js
8X9o7i-TRaI	Dronekit Python プログラミング　waypoint到着位置確認プログラム制作を通じ課題提言　藤川さん解説	https://www.youtube.com/watch?v=8X9o7i-TRaI
Y--w7pZ4MaQ	史上初の8輪可変フレームクローラー！まずはご覧あれ。　太田さん1/2	https://www.youtube.com/watch?v=Y--w7pZ4MaQ
CBTBLKNtZ_s	史上初の8輪可変フレームクローラー！まずはご覧あれ。　太田さん2/2	https://www.youtube.com/watch?v=CBTBLKNtZ_s
qDWItx8Xueg	史上初の8輪可変フレームクローラー！まずはご覧あれ。　我田さん解説	https://www.youtube.com/watch?v=qDWItx8Xueg
xLuIATO2JLk	ドローンエンジニア養成塾第１３期フライトエクスペリエンス　川村さん総評	https://www.youtube.com/watch?v=xLuIATO2JLk
