upload_date	period	course	tags	title	url	views
20250808			コプター|プログラムチャレンジ|非GPS	10. dead reckoning (fc/imuのみでのnonGPS!?) By Randy 2/4	https://www.youtube.com/watch?v=WFvSBZ58wJQ	7
20250808			コプター|非GPS	10. dead reckoning (fc/imuのみでのnonGPS!?) By Randy 3/4	https://www.youtube.com/watch?v=NHe5EM8Bz5U	12
20250808			非GPS	10. dead reckoning (fc/imuのみでのnonGPS!?) By Randy 4/4	https://www.youtube.com/watch?v=6SSTENMo8oQ	20
20250808	13		コプター|機体製作(ハード)	CUBE ORANGE X500V2　初DIYチャレンジ完　豊住さん1/2	https://www.youtube.com/watch?v=Wdd-ALmp4h0	12
20250808	13		コプター|機体製作(ハード)	CUBE ORANGE X500V2　初DIYチャレンジ完　豊住さん2/2	https://www.youtube.com/watch?v=8G_J8FB9_Uo	13
20250808	13		コプター|機体製作(ハード)|マイクロ機|小型機	初DIYでSUB 100g Mini Copterにチャレンジ中　朝日さん	https://www.youtube.com/watch?v=qN3Ho43Bvfk	15
20250808	13		コプター|プログラムチャレンジ|自律/ミッション	DroneKit Pythonプログラミングチャレンジ　①スマート電池消費表示　②アームしてからの経過時間表示(デモ) @mission planner　吉里さん	https://www.youtube.com/watch?v=Z6irvK5-BpY	45
20250808	13		ローバー|機体製作(ハード)	DIYローバーの自動走行　全自動草刈り機を目指し！　塚田さん1/2	https://www.youtube.com/watch?v=gG7Pjddza_o	29
20250808	13		ローバー|機体製作(ハード)|自律/ミッション	DIYローバーの自動走行　全自動草刈り機を目指し！　塚田さん2/2	https://www.youtube.com/watch?v=s1VVasYdXDg	7
20250808	13		ローバー|機体製作(ハード)|プログラムチャレンジ	DIYローバーの自動走行　全自動草刈り機を目指し！　春原さん解説	https://www.youtube.com/watch?v=W46bqN1qz18	10
20250808	13		コプター|プログラムチャレンジ|自律/ミッション	Dronekit Python プログラミング　waypoint到着位置確認プログラム制作を通じ課題提言　猿山さん	https://www.youtube.com/watch?v=F_Q_2Qpl_Js	18
20250808	13		コプター|プログラムチャレンジ|自律/ミッション	Dronekit Python プログラミング　waypoint到着位置確認プログラム制作を通じ課題提言　藤川さん解説	https://www.youtube.com/watch?v=8X9o7i-TRaI	13
20250808	13		ローバー|機体製作(ハード)|障害物回避	史上初の8輪可変フレームクローラー！まずはご覧あれ。　太田さん1/2	https://www.youtube.com/watch?v=Y--w7pZ4MaQ	33
20250808	13		ローバー|機体製作(ハード)|カメラ系	史上初の8輪可変フレームクローラー！まずはご覧あれ。　太田さん2/2	https://www.youtube.com/watch?v=CBTBLKNtZ_s	10
20250808	13		ローバー|機体製作(ハード)|カメラ系|測量/点検	史上初の8輪可変フレームクローラー！まずはご覧あれ。　我田さん解説	https://www.youtube.com/watch?v=qDWItx8Xueg	7
20250808	13		コプター	ドローンエンジニア養成塾第１３期フライトエクスペリエンス　川村さん総評	https://www.youtube.com/watch?v=xLuIATO2JLk	6
20250808	13	1	Web系	ドローンエンジニア養成塾第１３期　コース１MVP　塚田浩生さん	https://www.youtube.com/watch?v=dBZl0NtoaTA	8
20250808	13	2	プログラムチャレンジ	ドローンエンジニア養成塾第１３期　コース２MVP　佐藤好行さん	https://www.youtube.com/watch?v=uFY4dMbeVgU	8
20250808	13	3	コプター|プログラムチャレンジ|カメラ系|Web系	ドローンエンジニア養成塾第１３期　コース３MVP 　伊豆知郁さん	https://www.youtube.com/watch?v=ByGuzbHh_vE	19
20250808	14		ローバー|機体製作(ハード)	第１４期キックオフデモ　１・山崎さん　自作メカナムホイールローバー&片手使いリモコン （TKKWorks 開発検討中）1/2	https://www.youtube.com/watch?v=hpXVQO_dOT0	65
20250808	14		ローバー|機体製作(ハード)	第１４期キックオフデモ　１・山崎さん　自作メカナムホイールローバー&片手使いリモコン（TKKWorks 開発検討中） 2/2	https://www.youtube.com/watch?v=flcGiE76uTE	32
20250808	14		コプター|機体製作(ハード)|大型/産業機|自律/ミッション|TAP-J	第１４期キックオフデモ　2・ランディ塾長　ペイロードプレイスミッションシステム　　(tapjチーム　JIC2022  遭難者救援物資搬送での応用)　1/3	https://www.youtube.com/watch?v=smHTf5Ia0ZE	24
20250808	14		コプター|機体製作(ハード)|大型/産業機|自律/ミッション|TAP-J	第１４期キックオフデモ　2・ランディ塾長　ペイロードプレイスミッションシステム　　(tapjチーム　JIC2022  遭難者救援物資搬送での応用)　2/3	https://www.youtube.com/watch?v=cB4v32O3nlA	19
20250808	14		大型/産業機|自律/ミッション|TAP-J|コプター	第１４期キックオフデモ　2・ランディ塾長　ペイロードプレイスミッションシステム　　(tapjチーム　JIC2022  遭難者救援物資搬送での応用)　3/3	https://www.youtube.com/watch?v=-fOyhKBzCv8	20
20250808	14		ローバー|プログラムチャレンジ|カメラ系|コンパニオン|自律/ミッション	第１４期キックオフデモ　３・我田さん　自動巡回監視ローバーシステム　プロト(1/1000のコストで実現！?)	https://www.youtube.com/watch?v=3bmzJCHYkFU	19
20250808	14		ローバー|機体製作(ハード)|カメラ系|コンパニオン|大型/産業機|TAP-J	第１４期キックオフデモ　４・川村さん　TAP-Jチーム　JIC2022 遭難者運搬救助ローバー解説 1/2	https://www.youtube.com/watch?v=gFjKJ9S2B9w	17
20250808	14		ローバー|機体製作(ハード)|カメラ系|大型/産業機|TAP-J	第１４期キックオフデモ　４・川村さん　TAP-Jチーム　JIC2022 遭難者運搬救助ローバー解説 2/2	https://www.youtube.com/watch?v=qLnOtT15R0k	16
20250808	14		ローバー|測量/点検	第１４期キックオフデモ　５・高山さん　TDR 測量用対空標識ローバー(開発中)	https://www.youtube.com/watch?v=WM-aaZFrHtE	25
20250808	14		コプター|プログラムチャレンジ	第１４期キックオフデモ　６・渋谷さん　ジオフェンス&ランド(オートフライトモード)	https://www.youtube.com/watch?v=QCeMYbnglC4	11
20250808	14		コプター	第１４期キックオフデモ　７・渋谷さん　基本フライト体験講習！	https://www.youtube.com/watch?v=h8rJToV7PRQ	13
20250808	14		コプター|プログラムチャレンジ	第１４期キックオフデモ　８・藤川さん　スプラインフライト(オートフライトモード)　1/3	https://www.youtube.com/watch?v=AMgrNqH0xBo	14
20250808	14		コプター|プログラムチャレンジ	第１４期キックオフデモ　８・藤川さん　スプラインフライト(オートフライトモード)　3/3	https://www.youtube.com/watch?v=PqGa-719Il8	10
20250808	14		コプター|プログラムチャレンジ|カメラ系	第１４期キックオフデモ　9・ランディ塾長 Newジンバルカメラ&飛行中撮影ポイントの位置情報表示システム　(LUA)  1/4	https://www.youtube.com/watch?v=dYRpPr-cRMI	11
20250808	14		コプター|プログラムチャレンジ|カメラ系	第１４期キックオフデモ　9・ランディ塾長 Newジンバルカメラ&飛行中撮影ポイントの位置情報表示システム　(LUA)  2/4	https://www.youtube.com/watch?v=kqpp0qnBhQk	10
20250808	14		コプター|プログラムチャレンジ|カメラ系	第１４期キックオフデモ　9・ランディ塾長 Newジンバルカメラ&飛行中撮影ポイントの位置情報表示システム　(LUA)  3/4	https://www.youtube.com/watch?v=f3mZRJYxGac	18
20250808	14		コプター|プログラムチャレンジ|カメラ系|自律/ミッション	第１４期キックオフデモ　9・ランディ塾長 Newジンバルカメラ&飛行中撮影ポイントの位置情報表示システム　(LUA)  4/4	https://www.youtube.com/watch?v=78wLh7xzptA	15
20250808			コプター	Loiter 停止精度check	https://www.youtube.com/watch?v=LkewKLL2azw	7
20250808	14		コプター|機体製作(ハード)	第１４期　Flight Experience  1・自作コプターチャレンジ中（室内飛行を目指して）竹田さん	https://www.youtube.com/watch?v=ZV9k3RcraMc	9
20250808	14		コプター|機体製作(ハード)	第１４期　Flight Experience  ２・自作コプター（狭小空間飛行を目指して）一戸さん	https://www.youtube.com/watch?v=eXEYh5QUKrc	8
20250808	14		ボート|機体製作(ハード)	第１４期　Flight Experience  ３・Boat To Boat Follow Mode 我田さん＆川村さん　1/2	https://www.youtube.com/watch?v=QXBOk0Elbcs	15
20250808	14		コプター|自律/ミッション	第１４期　Flight Experience  4・ArduPilot ヘキサデモ　レインボー野口さん	https://www.youtube.com/watch?v=vRvWOynFqb8	42
20250808	14		コプター	第１４期　Flight Experience  ５・小笠原の外来トカゲ駆除装置！？　レインボー野口さん	https://www.youtube.com/watch?v=kp1dqwJGkGc	19
20250808	14		ローバー|コンパニオン|自律/ミッション	第１４期　Flight Experience  ６・自律ローバーに向けて鋭意奮闘中！　四栁さん	https://www.youtube.com/watch?v=iWXJwQiKefQ	6
20250808	14		ローバー|機体製作(ハード)|プログラムチャレンジ	第１４期　Flight Experience  ７・DIYクローラにフライトモードにあわせた音楽！？（Pythonプログラミング 目視外でのフライト状況お知らせ機能を目指して）大島さん＆伊藤さん１/2	https://www.youtube.com/watch?v=7m_BHexdseE	14
20250808	14		コプター|機体製作(ハード)	第１４期　Flight Experience  8・DIYコプター完成！渡邉さん1/2	https://www.youtube.com/watch?v=QKhcwvHe8vY	6
20250808	14		コプター|プログラムチャレンジ	第１４期　Flight Experience  9・オリジナルフライトモード(YAW右90° 左90°）開発＆デモ！　渡邊さん 1/2	https://www.youtube.com/watch?v=x05y_lVW8v8	6
20250808	14		コプター|プログラムチャレンジ	第１４期　Flight Experience  9・オリジナルフライトモード(YAW右90° 左90°）開発＆デモ！　渡邊さん 2/2	https://www.youtube.com/watch?v=FxeFlyZ037w	17
20250808	14		コプター|プログラムチャレンジ	第１４期　Flight Experience  10・オリジナルフライトモード(ピッチ手前１０°）開発＆デモ！　晝間さん2/2	https://www.youtube.com/watch?v=q8pRe-su_7c	8
20250808	14		ローバー|機体製作(ハード)|カメラ系|自律/ミッション|測量/点検	第１４期　Flight Experience  11・TDR「測量用対空標識」の自動移動ローバー開発プロジェクト　進捗報告  高山さん	https://www.youtube.com/watch?v=GJa2SChSrHM	10
20250808	14		コプター|機体製作(ハード)|プログラムチャレンジ|自律/ミッション	第１４期　Flight Experience  12・奮闘中のDIYコプター　川村先生アドバイス Before After  高尾さん１/3	https://www.youtube.com/watch?v=e7LCpCduP5c	6
20250808	14		コプター|機体製作(ハード)|カメラ系|非GPS	第１４期　Flight Experience  1４・DIY小型コプター NonGPS安定ホバリングデモ（赤外線＆Visionセンサ オプティカルフロー) 我田さん	https://www.youtube.com/watch?v=PaoKB-03VAU	11
20250808	14	1	コプター	ドローンエンジニア養成塾第１４期　コース１　伊藤竜司さんMVP授賞式	https://www.youtube.com/watch?v=9S9KI_Z_xuY	15
20250808	14	2	コプター|機体製作(ハード)|プログラムチャレンジ|非GPS	ドローンエンジニア養成塾第１４期　コース２　竹田明弘さん MVP	https://www.youtube.com/watch?v=108bXB2ewqU	22
20250808	14	3	コプター|機体製作(ハード)|プログラムチャレンジ	ドローンエンジニア養成塾第１４期　コース３　一戸英男さん MVP	https://www.youtube.com/watch?v=amdoPO-zvfQ	5
20250808	15		ローバー|機体製作(ハード)|プログラムチャレンジ	第１５期　Flight Experience  1２・多脚ローバー 　藤川さん	https://www.youtube.com/watch?v=LPDrJQfEfuM	16
20250808	15		コプター|非GPS|シミュレータ	第１５期　Flight Experience  1１の１・フリップモード　野村さん	https://www.youtube.com/watch?v=TzHPV55FQu4	10
20250808	15		コプター	第１５期　Flight Experience  1１の２・フリップモード　野村さん	https://www.youtube.com/watch?v=uPLYw4TBRYI	13
20250808	15		コプター|機体製作(ハード)	第１５期　Flight Experience  1０の１・初組み上げ初フライト　永田さん	https://www.youtube.com/watch?v=dMbL56CGlFg	20
20250808	15		コプター|機体製作(ハード)	第１５期　Flight Experience  1０の２・初組み上げ初フライト　永田さん	https://www.youtube.com/watch?v=cQgQ0YK0UcQ	16
20250808	15		コプター|プログラムチャレンジ|自律/ミッション|シミュレータ	第１５期　Flight Experience  1０・LUAアクロバット背面回転飛行　シミュレーション　朝隈さん	https://www.youtube.com/watch?v=PpAd1ckHjbg	20
20250808	15		プログラムチャレンジ|自律/ミッション	第１５期　Flight Experience  ９・Pythonプログラムオートミッション　勝田さん	https://www.youtube.com/watch?v=Se1G3Ygc5Yc	14
20250808	15		プログラムチャレンジ|自律/ミッション	第１５期　Flight Experience  ８・Pythonプログラムオートミッション　宇留賀さん	https://www.youtube.com/watch?v=Vhv-lAqkLTI	20
20250808	15		プログラムチャレンジ|自律/ミッション	第１５期　Flight Experience  ７・Pythonプログラムオートミッション　水野さん	https://www.youtube.com/watch?v=zgFLXFaY-yg	34
20250808	15		ローバー|機体製作(ハード)|自律/ミッション	第１５期　Flight Experience  ６・ローバーオートミッションまもなく！　倉本さん	https://www.youtube.com/watch?v=X9kAVDQIPl4	13
20250808	15		コプター|機体製作(ハード)|非GPS|測量/点検	第１５期　Flight Experience  ５・狭小空間点検ドローン鋭意開発中！　中村さん	https://www.youtube.com/watch?v=QJ9TqE1gcSM	22
20250808	15		コプター|機体製作(ハード)|カメラ系|自律/ミッション|測量/点検	第１５期　Flight Experience  ４・恒例の？自律稼働型対空標識　アップデート　高山さん	https://www.youtube.com/watch?v=C4AIYG3cwSI	10
20250808	15		コプター	第１５期　Flight Experience  ３－１・４４５蘇生中！　井出さん	https://www.youtube.com/watch?v=w5Qs4xXxBtY	16
20250808	15		コプター	第１５期　Flight Experience  ３－２・４４５蘇生中！　井出さん	https://www.youtube.com/watch?v=Qq750zFLWr0	28
20250808	15		コプター|機体製作(ハード)	第１５期　Flight Experience  ２・初国産FC組み上げ　まもなく完成！　荒井さん	https://www.youtube.com/watch?v=BkKLwhHV3ic	14
20250808	15		コプター	第１５期　Flight Experience  １・オクトコプターチューニング　課題解決に光！　大竹さん	https://www.youtube.com/watch?v=AhhWiAa0yVE	23
20250808			コプター|プログラムチャレンジ|カメラ系|非GPS|自律/ミッション	ドローン室内自動飛行ソリューション	https://www.youtube.com/watch?v=1SrMgIzX1T8	580
20250808	16		ローバー|機体製作(ハード)	ドローンエンジニア養成塾１６期　「自作コンセプトローバー」　before     1/3 高山先生	https://www.youtube.com/watch?v=Jhk5tY13gJQ	17
20250808	16		ローバー|機体製作(ハード)	ドローンエンジニア養成塾１６期　「自作コンセプトローバー」　before     2/3 高山先生	https://www.youtube.com/watch?v=ftXsg424WuA	9
20250808	16		ローバー|機体製作(ハード)|カメラ系|自律/ミッション	ドローンエンジニア養成塾１６期　「自作コンセプトローバー」　after     3/3 高山先生	https://www.youtube.com/watch?v=lq0om87Fu4A	5
20250808	16		コンパニオン|自律/ミッション|ローバー	ドローンエンジニア養成塾１６期  「目視外航行ドローン.インターネット遠隔管理システムの仕組み」　1/2 我田先生	https://www.youtube.com/watch?v=gUH-z8JXXfA	18
20250808	16		Web系|自律/ミッション|ローバー	ドローンエンジニア養成塾１６期  「目視外航行ドローン.インターネット遠隔管理システムの仕組み」　2/2 我田先生	https://www.youtube.com/watch?v=3wxUyO3zpzs	4
20250808	16		ローバー|機体製作(ハード)|カメラ系|自律/ミッション|TAP-J	ドローンエンジニア養成塾１６期  「JIC2023 TAPJ 駆けつけ救助ローバー」　渋谷先生&川村先生	https://www.youtube.com/watch?v=8aHINlVSAZY	12
20250808	16		ローバー|機体製作(ハード)|カメラ系	ドローンエンジニア養成塾１６期「RtoS社　新型ローバーのご紹介」	https://www.youtube.com/watch?v=bRePlDotEKo	10
20250808	16		コプター|プログラムチャレンジ|自律/ミッション	ドローンエンジニア養成塾１６期 「コプター各種フライトモード」　1/2  渋谷先生	https://www.youtube.com/watch?v=ND79xORE5H0	6
20250808	16		コプター|機体製作(ハード)|プログラムチャレンジ|カメラ系|自律/ミッション	ドローンエンジニア養成塾１６期 「コプター各種フライトモード」　2/2  渋谷先生	https://www.youtube.com/watch?v=PQkFRSHxdiU	8
20250808	16		コプター|プログラムチャレンジ|カメラ系	ドローンエンジニア養成塾１６期「XACTIカメラ搭載コプター　Mount-POI　Luaスクリプトアプリケーション」　1/2 ランディ先生	https://www.youtube.com/watch?v=jhBbzgw5Igc	20
20250808	16		コプター|プログラムチャレンジ|カメラ系|自律/ミッション	ドローンエンジニア養成塾１６期「XACTIカメラ搭載コプター　Mount-POI　Luaスクリプトアプリケーション」　2/2 ランディ先生	https://www.youtube.com/watch?v=3Lmt2nL_ehM	17
20250808	16		コプター|機体製作(ハード)	ドローンエンジニア養成塾16期　Flight Experience： DIYチャレンジ 　1/2  大河原さん	https://www.youtube.com/watch?v=xR0gfIhhHAU	39
20250808	16		コプター|機体製作(ハード)	ドローンエンジニア養成塾16期　Flight Experience： DIYチャレンジ 　2/2  大河原さん	https://www.youtube.com/watch?v=htHerbgx5uE	20
20250808	16		コプター|機体製作(ハード)	ドローンエンジニア養成塾16期　Flight Experience： DIYチャレンジ 　1/3  河畠さん	https://www.youtube.com/watch?v=taKjimDW8Lc	16
20250808	16		プログラムチャレンジ|自律/ミッション	ドローンエンジニア養成塾16期　Flight Experience： プログラムミッションチャレンジ 　2/2  金子さん	https://www.youtube.com/watch?v=2g3of75n9rA	16
20250808	16		プログラムチャレンジ|自律/ミッション|コプター	ドローンエンジニア養成塾16期　Flight Experience： プログラムミッションチャレンジ 　2/2  塚本さん	https://www.youtube.com/watch?v=ExpRP-nO5wg	17
20250808	17		コプター|自律/ミッション	ドローンエンジニア養成塾１７期 Day４ フライトエクスペリエンス 　川村先生　1・２	https://www.youtube.com/watch?v=_jg-dzi192w	11
20250808	17		コプター	ドローンエンジニア養成塾１７期 Day４ フライトエクスペリエンス 　川村先生　２・２	https://www.youtube.com/watch?v=m6_Eqq1yLVE	9
20250808	17		コプター|コンパニオン	ドローンエンジニア養成塾１７期 Day４ フライトエクスペリエンス 　塩浜さん 「ドローンショーを北海道で」を夢見て模索格闘中！　1/2	https://www.youtube.com/watch?v=F7_2pF7vODo	6
20250808			コプター|機体製作(ハード)|カメラ系|Web系|コンパニオン|小型機|大型/産業機|障害物回避	Quick （クイック）v 1 0 ArduPilot ミニコプター	https://www.youtube.com/watch?v=b3X9vlyNRLo	400
20250808	19		ローバー|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|非GPS|自律/ミッション	ドローンエンジニア養成塾１９期  RANDY先生 1/2	https://www.youtube.com/watch?v=WKhJPK2SjRs	15
20250808	19		ローバー|機体製作(ハード)|カメラ系|非GPS|障害物回避|RTK/高精度測位|測量/点検	ドローンエンジニア養成塾１９期  太田さん 1/3	https://www.youtube.com/watch?v=a0wmfzzOvzc	6
20250808	19		コプター|ローバー|水中機|プログラムチャレンジ|Web系|コンパニオン	ドローンエンジニア養成塾１９期  我田先生 1/2	https://www.youtube.com/watch?v=PdvvgzbaYvs	7
20250808	19		ローバー|機体製作(ハード)|非GPS|自律/ミッション|障害物回避|RTK/高精度測位|測量/点検	ドローンエンジニア養成塾１９期  太田さん 2/3	https://www.youtube.com/watch?v=U5Xu-nRcJg0	3
20250808	19		プレーン|大型/産業機	ドローンエンジニア養成塾１９期  小宮さん 2/2	https://www.youtube.com/watch?v=o-ngTbigfUo	13
20250808	19		ローバー|機体製作(ハード)|プログラムチャレンジ|カメラ系|非GPS|自律/ミッション	ドローンエンジニア養成塾１９期  ランディ先生 2/2	https://www.youtube.com/watch?v=kuDp7ok2SlM	10
20250808	19		コプター|ローバー|水中機|プログラムチャレンジ|Web系|コンパニオン	ドローンエンジニア養成塾１９期  我田先生 2/2	https://www.youtube.com/watch?v=crflSlUEmy8	6
20250808	19		コプター|非GPS	ドローンエンジニア養成塾１９期  渋谷先生 2/2	https://www.youtube.com/watch?v=lUODN6umx5g	6
20250808	19		ローバー|カメラ系|非GPS|障害物回避|測量/点検	ドローンエンジニア養成塾１９期  太田さん 3/3	https://www.youtube.com/watch?v=Mq5LkW6HY6I	8
20250808	19		コプター|プログラムチャレンジ|カメラ系|自律/ミッション	ドローンエンジニア養成塾第１９期 フライトエクスペリエンス　森田さん 1/2	https://www.youtube.com/watch?v=CoqW1LtyvGs	32
20250808	19		コプター|機体製作(ハード)|自律/ミッション	ドローンエンジニア養成塾第１９期 フライトエクスペリエンス　坂本さん 2/3	https://www.youtube.com/watch?v=ho-iSSD15vA	11
20250527			コプター|プログラムチャレンジ|カメラ系|非GPS|コンパニオン|自律/ミッション|障害物回避|測量/点検	「Indoor Quick」v. 2. 0　ドローン屋内自動航行カスタムソリューション	https://www.youtube.com/watch?v=mMszp4FmDhU	351
20250225			プログラムチャレンジ	「デジドロ」農業支援者向けドローン研修サービス	https://www.youtube.com/watch?v=2cQBWdqUZ-E	147
20250224	18	3	機体製作(ハード)|プログラムチャレンジ|非GPS	ドローンエンジニア養成塾 １８期　卒業生インタビュー 坂本さん（コース３）	https://www.youtube.com/watch?v=pP_V5JDw8ZU	72
20250224	18	2	機体製作(ハード)|プログラムチャレンジ|障害物回避	ドローンエンジニア養成塾 １８期　卒業生インタビュー 向井さん（コース２）	https://www.youtube.com/watch?v=_ihK61gwE_c	51
20250224	18	1	機体製作(ハード)|大型/産業機|自律/ミッション	ドローンエンジニア養成塾 １８期　卒業生インタビュー 豊島さん（コース１）	https://www.youtube.com/watch?v=WvoH6Mbc7dY	42
20241225	18		コプター|機体製作(ハード)|プログラムチャレンジ|自律/ミッション	ドローンエンジニア養成塾１８期 Day４ フライトエクスペリエンス 　坂本さん　２・２	https://www.youtube.com/watch?v=Ax37q9h-Cp0	59
20241225	18		ローバー|機体製作(ハード)|カメラ系|コンパニオン|自律/ミッション|障害物回避	ドローンエンジニア養成塾１８期 Day４ フライトエクスペリエンス 　向井さん　２・２	https://www.youtube.com/watch?v=vYxuNCKuuss	44
20241225	18		ヘリ|機体製作(ハード)	ドローンエンジニア養成塾１８期 Day４ フライトエクスペリエンス 　渋谷先生	https://www.youtube.com/watch?v=LdVTOSkMpJQ	136
20241225	18		ローバー|機体製作(ハード)|カメラ系|コンパニオン|自律/ミッション	ドローンエンジニア養成塾１８期 Day４ フライトエクスペリエンス 　我田先生　２・２	https://www.youtube.com/watch?v=55NR-_V8UMk	83
20241225	18		コプター|機体製作(ハード)	ドローンエンジニア養成塾１８期 Day４ フライトエクスペリエンス 　稲葉さん　２・２	https://www.youtube.com/watch?v=xMrw0iwECVE	86
20241225	18		コプター|機体製作(ハード)|プログラムチャレンジ|自律/ミッション	ドローンエンジニア養成塾１８期 Day４ フライトエクスペリエンス 　木村さん　２・２	https://www.youtube.com/watch?v=f60SKyIjAE0	51
20241225	18		コプター|機体製作(ハード)|自律/ミッション	ドローンエンジニア養成塾１８期 Day４ フライトエクスペリエンス 　豊島さん　２・２	https://www.youtube.com/watch?v=S3VLXbwlnXg	45
20241212				APDC in Kaga （ArduPilot Developers Conference 2024) Digest Long ver.	https://www.youtube.com/watch?v=WfPfI2-GRLI	262
20241211				APDC in Kaga （ArduPilot Developers Conference 2024) Digest	https://www.youtube.com/watch?v=dRGBYJdbm4Q	44
20241112	18		コプター|機体製作(ハード)|非GPS|自律/ミッション|障害物回避|マイクロ機	ドローンエンジニア養成塾１８期 Day１ 我田先生 DEMO	https://www.youtube.com/watch?v=hR0H0Avn50E	34
20241112	18		コプター|非GPS|自律/ミッション	ドローンエンジニア養成塾１８期 Day１ Randy先生 DEMO Part2	https://www.youtube.com/watch?v=EyiERAT2Rh8	37
20241112	18		コプター|カメラ系|自律/ミッション	ドローンエンジニア養成塾１８期 Day１ 渋谷先生 DEMO Part2	https://www.youtube.com/watch?v=BOYlqG9yWDI	27
20241112	18		プログラムチャレンジ|カメラ系|自律/ミッション	ドローンエンジニア養成塾１８期 Day１ 渋谷先生 DEMO Part1 1.3	https://www.youtube.com/watch?v=yKmgpM7L5cs	27
20241112	18		コプター|ローバー	ドローンエンジニア養成塾１８期 Day１ Randy先生 DEMO Part1 2.3	https://www.youtube.com/watch?v=VgZEDBw4T9s	75
20241112	18		コプター|ローバー	ドローンエンジニア養成塾１８期 Day１ Randy先生 DEMO Part1 1.3	https://www.youtube.com/watch?v=vGkQNadH0XU	24
20241112	18		プログラムチャレンジ|Web系|コンパニオン|ローバー	ドローンエンジニア養成塾１８期 Day１ 藤川先生 DEMO Part２	https://www.youtube.com/watch?v=gUaEBBq2jqc	54
20241112	18		コプター|プログラムチャレンジ|自律/ミッション	ドローンエンジニア養成塾１８期 Day１ 村田さんDEMO 1.3	https://www.youtube.com/watch?v=Cl7WMUK9rsE	47
20241112	18		ローバー|機体製作(ハード)|RTK/高精度測位	ドローンエンジニア養成塾１８期 Day１ 太田さんDEMO 3.3	https://www.youtube.com/watch?v=fsqmUtylGKU	43
20241112	18		ローバー|機体製作(ハード)|RTK/高精度測位	ドローンエンジニア養成塾１８期 Day１ 太田さんDEMO 1.3	https://www.youtube.com/watch?v=1SA2xxAc7n4	102
20240812	17		機体製作(ハード)|カメラ系|大型/産業機	ドローンエンジニア養成塾１７期　修了生インタビュー（川崎寛昭さん）	https://www.youtube.com/watch?v=0EiO8vujfdQ	116
20240812	17		コプター|機体製作(ハード)|プログラムチャレンジ|自律/ミッション|障害物回避|シミュレータ	ドローンエンジニア養成塾 １７期生　Safety First!  (成果作品)	https://www.youtube.com/watch?v=OE8zAKVUzz8	58
20240807	17	2	機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系	ドローンエンジニア養成塾 17期　卒業生インタビュー 塩浜さん（コース２）	https://www.youtube.com/watch?v=FWT9bRDSvJ4	554
20240807	17	1	機体製作(ハード)|プログラムチャレンジ|コンパニオン	ドローンエンジニア養成塾 17期　卒業生インタビュー 青木さん（コース１）	https://www.youtube.com/watch?v=lE468_rOa-U	243
20240708	17		コプター	ドローンエンジニア養成塾１７期 Day４ フライトエクスペリエンス 　青木さん 初めてのフライトチャレンジ！　２/2	https://www.youtube.com/watch?v=9SD8dpk08fY	62
20240708	17		コプター	ドローンエンジニア養成塾１７期 Day４ フライトエクスペリエンス 　青木さん 初めてのフライトチャレンジ！　1/2	https://www.youtube.com/watch?v=J25Y3uqyKGM	66
20240708	17		コプター	ドローンエンジニア養成塾１７期 Day４ フライトエクスペリエンス 　渋谷先生	https://www.youtube.com/watch?v=Sdd51KlbeqI	25
20240708	17		コプター|自律/ミッション	ドローンエンジニア養成塾１７期 Day４ フライトエクスペリエンス 　川崎さん　オートチューニング２・２	https://www.youtube.com/watch?v=veLFhi9Q3ck	21
20240708	17		コプター|機体製作(ハード)|自律/ミッション	ドローンエンジニア養成塾１７期 Day４ フライトエクスペリエンス 　川崎さん　オートチューニング１・２	https://www.youtube.com/watch?v=XzBQJs7VMVU	41
20240708	17		コプター|機体製作(ハード)|プログラムチャレンジ	ドローンエンジニア養成塾１７期 Day４ フライトエクスペリエンス 　川崎さん　モーター正常回転”数”チェックプログラム	https://www.youtube.com/watch?v=XRvr8RBxnkU	143
20240604			コプター|Web系	DOP SUITE™（ドップ スイート）	https://www.youtube.com/watch?v=CmUMMJ9Te7k	128
20240604				D.O.P. ドローン・オープンプラットフォーム・プロジェクト　2024	https://www.youtube.com/watch?v=qSxLNMIGBsQ	134
20240527	17		コプター|機体製作(ハード)|カメラ系|コンパニオン|小型機	ドローンエンジニア養成塾１７期 Day１ 荒川さん DEMO	https://www.youtube.com/watch?v=oewhNtsl1TU	34
20240527	17		コプター|Web系	ドローンエンジニア養成塾１７期 Day１ Randy先生 DEMO	https://www.youtube.com/watch?v=uijEVmGVo8g	100
20240527	17		ローバー|カメラ系|Web系|コンパニオン|自律/ミッション|RTK/高精度測位	ドローンエンジニア養成塾１７期 Day１ 川村先生DEMO	https://www.youtube.com/watch?v=uVZZN_mUrtE	82
20240527	17		ローバー|機体製作(ハード)|カメラ系|コンパニオン|自律/ミッション	ドローンエンジニア養成塾１７期 Day１ 我田先生DEMO 2/2	https://www.youtube.com/watch?v=df1U67Cv69M	54
20240527	17		ローバー|コンパニオン|自律/ミッション	ドローンエンジニア養成塾１７期 Day１ 我田先生DEMO 1/2	https://www.youtube.com/watch?v=UNNzVecbP9g	23
